id,QID,tagSlug
4612,1528,array
4613,1528,string
4614,1529,string
4615,1529,greedy
4616,1530,tree
4617,1530,depth-first-search
4618,1530,binary-tree
4619,1531,string
4620,1531,dynamic-programming
4621,1532,database
4622,1533,array
4623,1533,binary-search
4624,1533,interactive
4625,1534,array
4626,1534,enumeration
4627,1535,array
4628,1535,simulation
4629,1536,array
4630,1536,greedy
4631,1536,matrix
4632,1537,array
4633,1537,two-pointers
4634,1537,dynamic-programming
4635,1537,greedy
4636,1538,array
4637,1538,math
4638,1538,interactive
4639,1539,array
4640,1539,binary-search
4641,1540,hash-table
4642,1540,string
4643,1541,string
4644,1541,stack
4645,1541,greedy
4646,1542,hash-table
4647,1542,string
4648,1542,bit-manipulation
4649,1543,database
4650,1544,string
4651,1544,stack
4652,1545,string
4653,1545,recursion
4654,1545,simulation
4655,1546,array
4656,1546,hash-table
4657,1546,greedy
4658,1546,prefix-sum
4659,1547,array
4660,1547,dynamic-programming
4661,1547,sorting
4662,1548,dynamic-programming
4663,1548,graph
4664,1549,database
4665,1550,array
4666,1551,math
4667,1552,array
4668,1552,binary-search
4669,1552,sorting
4670,1553,dynamic-programming
4671,1553,memoization
4672,1554,hash-table
4673,1554,string
4674,1554,rolling-hash
4675,1554,hash-function
4676,1555,database
4677,1556,string
4678,1557,graph
4679,1558,array
4680,1558,greedy
4681,1558,bit-manipulation
4682,1559,array
4683,1559,depth-first-search
4684,1559,breadth-first-search
4685,1559,union-find
4686,1559,matrix
4687,1560,array
4688,1560,simulation
4689,1561,array
4690,1561,math
4691,1561,greedy
4692,1561,sorting
4693,1561,game-theory
4694,1562,array
4695,1562,binary-search
4696,1562,simulation
4697,1563,array
4698,1563,math
4699,1563,dynamic-programming
4700,1563,game-theory
4701,1564,array
4702,1564,greedy
4703,1564,sorting
4704,1565,database
4705,1566,array
4706,1566,enumeration
4707,1567,array
4708,1567,dynamic-programming
4709,1567,greedy
4710,1568,array
4711,1568,depth-first-search
4712,1568,breadth-first-search
4713,1568,matrix
4714,1568,strongly-connected-component
4715,1569,array
4716,1569,math
4717,1569,divide-and-conquer
4718,1569,dynamic-programming
4719,1569,tree
4720,1569,union-find
4721,1569,binary-search-tree
4722,1569,memoization
4723,1569,combinatorics
4724,1569,binary-tree
4725,1570,array
4726,1570,hash-table
4727,1570,two-pointers
4728,1570,design
4729,1571,database
4730,1572,array
4731,1572,matrix
4732,1573,math
4733,1573,string
4734,1574,array
4735,1574,two-pointers
4736,1574,binary-search
4737,1574,stack
4738,1574,monotonic-stack
4739,1575,array
4740,1575,dynamic-programming
4741,1575,memoization
4742,1576,string
4743,1577,array
4744,1577,hash-table
4745,1577,math
4746,1577,two-pointers
4747,1578,array
4748,1578,string
4749,1578,dynamic-programming
4750,1578,greedy
4751,1579,union-find
4752,1579,graph
4753,1580,array
4754,1580,greedy
4755,1580,sorting
4756,1581,database
4757,1582,array
4758,1582,matrix
4759,1583,array
4760,1583,simulation
4761,1584,array
4762,1584,union-find
4763,1584,graph
4764,1584,minimum-spanning-tree
4765,1585,string
4766,1585,greedy
4767,1585,sorting
4768,1586,stack
4769,1586,tree
4770,1586,design
4771,1586,binary-search-tree
4772,1586,binary-tree
4773,1586,iterator
4774,1587,database
4775,1588,array
4776,1588,math
4777,1588,prefix-sum
4778,1589,array
4779,1589,greedy
4780,1589,sorting
4781,1589,prefix-sum
4782,1590,array
4783,1590,hash-table
4784,1590,prefix-sum
4785,1591,array
4786,1591,graph
4787,1591,topological-sort
4788,1591,matrix
4789,1592,string
4790,1593,hash-table
4791,1593,string
4792,1593,backtracking
4793,1594,array
4794,1594,dynamic-programming
4795,1594,matrix
4796,1595,array
4797,1595,dynamic-programming
4798,1595,bit-manipulation
4799,1595,matrix
4800,1595,bitmask
4801,1596,database
4802,1597,string
4803,1597,stack
4804,1597,tree
4805,1597,binary-tree
4806,1598,array
4807,1598,string
4808,1598,stack
4809,1599,array
4810,1599,simulation
4811,1600,hash-table
4812,1600,tree
4813,1600,depth-first-search
4814,1600,design
4815,1601,array
4816,1601,backtracking
4817,1601,bit-manipulation
4818,1601,enumeration
4819,1602,tree
4820,1602,breadth-first-search
4821,1602,binary-tree
4822,1603,design
4823,1603,simulation
4824,1603,counting
4825,1604,array
4826,1604,hash-table
4827,1604,string
4828,1604,sorting
4829,1605,array
4830,1605,greedy
4831,1605,matrix
4832,1606,array
4833,1606,greedy
4834,1606,heap-priority-queue
4835,1606,ordered-set
4836,1607,database
4837,1608,array
4838,1608,binary-search
4839,1608,sorting
4840,1609,tree
4841,1609,breadth-first-search
4842,1609,binary-tree
4843,1610,array
4844,1610,math
4845,1610,geometry
4846,1610,sliding-window
4847,1610,sorting
4848,1611,dynamic-programming
4849,1611,bit-manipulation
4850,1611,memoization
4851,1612,tree
4852,1612,depth-first-search
4853,1612,binary-tree
4854,1613,database
4855,1614,string
4856,1614,stack
4857,1615,graph
4858,1616,two-pointers
4859,1616,string
4860,1617,dynamic-programming
4861,1617,bit-manipulation
4862,1617,tree
4863,1617,enumeration
4864,1617,bitmask
4865,1618,array
4866,1618,string
4867,1618,binary-search
4868,1618,interactive
4869,1619,array
4870,1619,sorting
4871,1620,array
4872,1620,enumeration
4873,1621,math
4874,1621,dynamic-programming
4875,1621,combinatorics
4876,1622,math
4877,1622,design
4878,1622,segment-tree
4879,1623,database
4880,1624,hash-table
4881,1624,string
4882,1625,string
4883,1625,breadth-first-search
4884,1626,array
4885,1626,dynamic-programming
4886,1626,sorting
4887,1627,array
4888,1627,math
4889,1627,union-find
4890,1627,number-theory
4891,1628,math
4892,1628,stack
4893,1628,tree
4894,1628,design
4895,1628,binary-tree
4896,1629,array
4897,1629,string
4898,1630,array
4899,1630,hash-table
4900,1630,sorting
4901,1631,array
4902,1631,binary-search
4903,1631,depth-first-search
4904,1631,breadth-first-search
4905,1631,union-find
4906,1631,heap-priority-queue
4907,1631,matrix
4908,1632,array
4909,1632,union-find
4910,1632,graph
4911,1632,topological-sort
4912,1632,sorting
4913,1632,matrix
4914,1633,database
4915,1634,linked-list
4916,1634,math
4917,1634,two-pointers
4918,1635,database
4919,1636,array
4920,1636,hash-table
4921,1636,sorting
4922,1637,array
4923,1637,sorting
4924,1638,hash-table
4925,1638,string
4926,1638,dynamic-programming
4927,1639,array
4928,1639,string
4929,1639,dynamic-programming
4930,1640,array
4931,1640,hash-table
4932,1641,math
4933,1641,dynamic-programming
4934,1641,combinatorics
4935,1642,array
4936,1642,greedy
4937,1642,heap-priority-queue
4938,1643,array
4939,1643,math
4940,1643,dynamic-programming
4941,1643,combinatorics
4942,1644,tree
4943,1644,depth-first-search
4944,1644,binary-tree
4945,1645,database
4946,1646,array
4947,1646,simulation
4948,1647,hash-table
4949,1647,string
4950,1647,greedy
4951,1647,sorting
4952,1648,array
4953,1648,math
4954,1648,binary-search
4955,1648,greedy
4956,1648,sorting
4957,1648,heap-priority-queue
4958,1649,array
4959,1649,binary-search
4960,1649,divide-and-conquer
4961,1649,binary-indexed-tree
4962,1649,segment-tree
4963,1649,merge-sort
4964,1649,ordered-set
4965,1650,hash-table
4966,1650,two-pointers
4967,1650,tree
4968,1650,binary-tree
4969,1651,database
4970,1652,array
4971,1652,sliding-window
4972,1653,string
4973,1653,dynamic-programming
4974,1653,stack
4975,1654,array
4976,1654,dynamic-programming
4977,1654,breadth-first-search
4978,1655,array
4979,1655,dynamic-programming
4980,1655,backtracking
4981,1655,bit-manipulation
4982,1655,bitmask
4983,1656,array
4984,1656,hash-table
4985,1656,design
4986,1656,data-stream
4987,1657,hash-table
4988,1657,string
4989,1657,sorting
4990,1657,counting
4991,1658,array
4992,1658,hash-table
4993,1658,binary-search
4994,1658,sliding-window
4995,1658,prefix-sum
4996,1659,dynamic-programming
4997,1659,bit-manipulation
4998,1659,memoization
4999,1659,bitmask
5000,1660,hash-table
5001,1660,tree
5002,1660,depth-first-search
5003,1660,breadth-first-search
5004,1660,binary-tree
5005,1661,database
5006,1662,array
5007,1662,string
5008,1663,string
5009,1663,greedy
5010,1664,array
5011,1664,prefix-sum
5012,1665,array
5013,1665,greedy
5014,1665,sorting
5015,1666,tree
5016,1666,depth-first-search
5017,1666,binary-tree
5018,1667,database
5019,1668,string
5020,1668,dynamic-programming
5021,1668,string-matching
5022,1669,linked-list
5023,1670,array
5024,1670,linked-list
5025,1670,design
5026,1670,queue
5027,1670,data-stream
5028,1671,array
5029,1671,binary-search
5030,1671,dynamic-programming
5031,1671,greedy
5032,1672,array
5033,1672,matrix
5034,1673,array
5035,1673,stack
5036,1673,greedy
5037,1673,monotonic-stack
5038,1674,array
5039,1674,hash-table
5040,1674,prefix-sum
5041,1675,array
5042,1675,greedy
5043,1675,heap-priority-queue
5044,1675,ordered-set
5045,1676,hash-table
5046,1676,tree
5047,1676,depth-first-search
5048,1676,binary-tree
5049,1677,database
5050,1678,string
5051,1679,array
5052,1679,hash-table
5053,1679,two-pointers
5054,1679,sorting
5055,1680,math
5056,1680,bit-manipulation
5057,1680,simulation
5058,1681,array
5059,1681,dynamic-programming
5060,1681,bit-manipulation
5061,1681,bitmask
5062,1682,string
5063,1682,dynamic-programming
5064,1683,database
5065,1684,array
5066,1684,hash-table
5067,1684,string
5068,1684,bit-manipulation
5069,1685,array
5070,1685,math
5071,1685,prefix-sum
5072,1686,array
5073,1686,math
5074,1686,greedy
5075,1686,sorting
5076,1686,heap-priority-queue
5077,1686,game-theory
5078,1687,array
5079,1687,dynamic-programming
5080,1687,segment-tree
5081,1687,queue
5082,1687,heap-priority-queue
5083,1687,prefix-sum
5084,1687,monotonic-queue
5085,1688,math
5086,1688,simulation
5087,1689,string
5088,1689,greedy
5089,1690,array
5090,1690,math
5091,1690,dynamic-programming
5092,1690,game-theory
5093,1691,array
5094,1691,dynamic-programming
5095,1691,sorting
5096,1692,dynamic-programming
5097,1693,database
5098,1694,string
5099,1695,array
5100,1695,hash-table
5101,1695,sliding-window
5102,1696,array
5103,1696,dynamic-programming
5104,1696,queue
5105,1696,heap-priority-queue
5106,1696,monotonic-queue
5107,1697,array
5108,1697,two-pointers
5109,1697,union-find
5110,1697,graph
5111,1697,sorting
5112,1698,string
5113,1698,trie
5114,1698,rolling-hash
5115,1698,suffix-array
5116,1698,hash-function
5117,1699,database
5118,1700,array
5119,1700,stack
5120,1700,queue
5121,1700,simulation
5122,1701,array
5123,1701,simulation
5124,1702,string
5125,1702,greedy
5126,1703,array
5127,1703,greedy
5128,1703,sliding-window
5129,1703,prefix-sum
5130,1704,string
5131,1704,counting
5132,1705,array
5133,1705,greedy
5134,1705,heap-priority-queue
5135,1706,array
5136,1706,matrix
5137,1706,simulation
5138,1707,array
5139,1707,bit-manipulation
5140,1707,trie
5141,1708,array
5142,1708,greedy
5143,1709,database
5144,1710,array
5145,1710,greedy
5146,1710,sorting
5147,1711,array
5148,1711,hash-table
5149,1712,array
5150,1712,two-pointers
5151,1712,binary-search
5152,1712,prefix-sum
5153,1713,array
5154,1713,hash-table
5155,1713,binary-search
5156,1713,greedy
5157,1714,array
5158,1714,dynamic-programming
5159,1715,database
5160,1716,math
5161,1717,string
5162,1717,stack
5163,1717,greedy
5164,1718,array
5165,1718,backtracking
5166,1719,tree
5167,1719,graph
5168,1720,array
5169,1720,bit-manipulation
5170,1721,linked-list
5171,1721,two-pointers
5172,1722,array
5173,1722,depth-first-search
5174,1722,union-find
5175,1723,array
5176,1723,dynamic-programming
5177,1723,backtracking
5178,1723,bit-manipulation
5179,1723,bitmask
5180,1724,union-find
5181,1724,graph
5182,1724,minimum-spanning-tree
5183,1725,array
5184,1726,array
5185,1726,hash-table
5186,1726,counting
5187,1727,array
5188,1727,greedy
5189,1727,sorting
5190,1727,matrix
5191,1728,array
5192,1728,math
5193,1728,dynamic-programming
5194,1728,graph
5195,1728,topological-sort
5196,1728,memoization
5197,1728,matrix
5198,1728,game-theory
5199,1729,database
5200,1730,array
5201,1730,breadth-first-search
5202,1730,matrix
5203,1731,database
5204,1732,array
5205,1732,prefix-sum
5206,1733,array
5207,1733,hash-table
5208,1733,greedy
5209,1734,array
5210,1734,bit-manipulation
5211,1735,array
5212,1735,math
5213,1735,dynamic-programming
5214,1735,combinatorics
5215,1735,number-theory
5216,1736,string
5217,1736,greedy
5218,1737,hash-table
5219,1737,string
5220,1737,counting
5221,1737,prefix-sum
5222,1738,array
5223,1738,divide-and-conquer
5224,1738,bit-manipulation
5225,1738,sorting
5226,1738,heap-priority-queue
5227,1738,matrix
5228,1738,prefix-sum
5229,1738,quickselect
5230,1739,math
5231,1739,binary-search
5232,1739,greedy
5233,1740,hash-table
5234,1740,tree
5235,1740,depth-first-search
5236,1740,breadth-first-search
5237,1740,binary-tree
5238,1741,database
5239,1742,hash-table
5240,1742,math
5241,1742,counting
5242,1743,array
5243,1743,hash-table
5244,1744,array
5245,1744,prefix-sum
5246,1745,string
5247,1745,dynamic-programming
5248,1746,array
5249,1746,dynamic-programming
5250,1747,database
5251,1748,array
5252,1748,hash-table
5253,1748,counting
5254,1749,array
5255,1749,dynamic-programming
5256,1750,two-pointers
5257,1750,string
5258,1751,array
5259,1751,binary-search
5260,1751,dynamic-programming
5261,1751,sorting
5262,1752,array
5263,1753,math
5264,1753,greedy
5265,1753,heap-priority-queue
5266,1754,two-pointers
5267,1754,string
5268,1754,greedy
5269,1755,array
5270,1755,two-pointers
5271,1755,dynamic-programming
5272,1755,bit-manipulation
5273,1755,bitmask
5274,1756,array
5275,1756,hash-table
5276,1756,stack
5277,1756,design
5278,1756,binary-indexed-tree
5279,1756,ordered-set
5280,1757,database
5281,1758,string
5282,1759,math
5283,1759,string
5284,1760,array
5285,1760,binary-search
5286,1761,graph
5287,1762,array
5288,1762,stack
5289,1762,monotonic-stack
5290,1763,hash-table
5291,1763,string
5292,1763,divide-and-conquer
5293,1763,bit-manipulation
5294,1763,sliding-window
5295,1764,array
5296,1764,two-pointers
5297,1764,greedy
5298,1764,string-matching
5299,1765,array
5300,1765,breadth-first-search
5301,1765,matrix
5302,1766,array
5303,1766,math
5304,1766,tree
5305,1766,number-theory
5306,1767,database
5307,1768,two-pointers
5308,1768,string
5309,1769,array
5310,1769,string
5311,1770,array
5312,1770,dynamic-programming
5313,1771,string
5314,1771,dynamic-programming
5315,1772,array
5316,1772,hash-table
5317,1772,string
5318,1772,sorting
5319,1773,array
5320,1773,string
5321,1774,array
5322,1774,dynamic-programming
5323,1774,backtracking
5324,1775,array
5325,1775,hash-table
5326,1775,greedy
5327,1775,counting
5328,1776,array
5329,1776,math
5330,1776,stack
5331,1776,heap-priority-queue
5332,1776,monotonic-stack
5333,1777,database
5334,1778,depth-first-search
5335,1778,breadth-first-search
5336,1778,graph
5337,1778,interactive
5338,1779,array
5339,1780,math
5340,1781,hash-table
5341,1781,string
5342,1781,counting
5343,1782,array
5344,1782,two-pointers
5345,1782,binary-search
5346,1782,graph
5347,1782,sorting
5348,1783,database
5349,1784,string
5350,1785,array
5351,1785,greedy
5352,1786,dynamic-programming
5353,1786,graph
5354,1786,topological-sort
5355,1786,heap-priority-queue
5356,1786,shortest-path
5357,1787,array
5358,1787,dynamic-programming
5359,1787,bit-manipulation
5360,1788,array
5361,1788,greedy
5362,1788,prefix-sum
5363,1789,database
5364,1790,hash-table
5365,1790,string
5366,1790,counting
5367,1791,graph
5368,1792,array
5369,1792,greedy
5370,1792,heap-priority-queue
5371,1793,array
5372,1793,two-pointers
5373,1793,binary-search
5374,1793,stack
5375,1793,monotonic-stack
5376,1794,hash-table
5377,1794,string
5378,1794,greedy
5379,1795,database
5380,1796,hash-table
5381,1796,string
5382,1797,hash-table
5383,1797,design
5384,1798,array
5385,1798,greedy
5386,1798,sorting
5387,1799,array
5388,1799,math
5389,1799,dynamic-programming
5390,1799,backtracking
5391,1799,bit-manipulation
5392,1799,number-theory
5393,1799,bitmask
5394,1800,array
5395,1801,array
5396,1801,heap-priority-queue
5397,1801,simulation
5398,1802,binary-search
5399,1802,greedy
5400,1803,array
5401,1803,bit-manipulation
5402,1803,trie
5403,1804,hash-table
5404,1804,string
5405,1804,design
5406,1804,trie
5407,1805,hash-table
5408,1805,string
5409,1806,array
5410,1806,math
5411,1806,simulation
5412,1807,array
5413,1807,hash-table
5414,1807,string
5415,1808,math
5416,1808,recursion
5417,1809,database
5418,1810,depth-first-search
5419,1810,breadth-first-search
5420,1810,graph
5421,1810,heap-priority-queue
5422,1810,interactive
5423,1811,database
5424,1812,math
5425,1812,string
5426,1813,array
5427,1813,two-pointers
5428,1813,string
5429,1814,array
5430,1814,hash-table
5431,1814,math
5432,1814,counting
5433,1815,array
5434,1815,dynamic-programming
5435,1815,bit-manipulation
5436,1815,memoization
5437,1815,bitmask
5438,1816,array
5439,1816,string
5440,1817,array
5441,1817,hash-table
5442,1818,array
5443,1818,binary-search
5444,1818,sorting
5445,1818,ordered-set
5446,1819,array
5447,1819,math
5448,1819,counting
5449,1819,number-theory
5450,1820,array
5451,1820,backtracking
5452,1820,matrix
5453,1821,database
5454,1822,array
5455,1822,math
5456,1823,array
5457,1823,math
5458,1823,recursion
5459,1823,queue
5460,1823,simulation
5461,1824,array
5462,1824,dynamic-programming
5463,1824,greedy
5464,1825,design
5465,1825,queue
5466,1825,heap-priority-queue
5467,1825,data-stream
5468,1825,ordered-set
5469,1826,array
5470,1826,two-pointers
5471,1827,array
5472,1827,greedy
5473,1828,array
5474,1828,math
5475,1828,geometry
5476,1829,array
5477,1829,bit-manipulation
5478,1829,prefix-sum
5479,1830,math
5480,1830,string
5481,1830,combinatorics
5482,1831,database
5483,1832,hash-table
5484,1832,string
5485,1833,array
5486,1833,greedy
5487,1833,sorting
5488,1834,array
5489,1834,sorting
5490,1834,heap-priority-queue
5491,1835,array
5492,1835,math
5493,1835,bit-manipulation
5494,1836,hash-table
5495,1836,linked-list
5496,1837,math
5497,1838,array
5498,1838,binary-search
5499,1838,greedy
5500,1838,sliding-window
5501,1838,sorting
5502,1838,prefix-sum
5503,1839,string
5504,1839,sliding-window
5505,1840,array
5506,1840,math
5507,1840,sorting
5508,1841,database
5509,1842,two-pointers
5510,1842,string
5511,1843,database
5512,1844,string
5513,1845,design
5514,1845,heap-priority-queue
5515,1846,array
5516,1846,greedy
5517,1846,sorting
5518,1847,array
5519,1847,binary-search
5520,1847,sorting
5521,1848,array
5522,1849,string
5523,1849,backtracking
5524,1850,two-pointers
5525,1850,string
5526,1850,greedy
5527,1851,array
5528,1851,binary-search
5529,1851,line-sweep
5530,1851,sorting
5531,1851,heap-priority-queue
5532,1852,array
5533,1852,hash-table
5534,1852,sliding-window
5535,1853,database
5536,1854,array
5537,1854,counting
5538,1854,prefix-sum
5539,1855,array
5540,1855,two-pointers
5541,1855,binary-search
5542,1856,array
5543,1856,stack
5544,1856,monotonic-stack
5545,1856,prefix-sum
5546,1857,hash-table
5547,1857,dynamic-programming
5548,1857,graph
5549,1857,topological-sort
5550,1857,memoization
5551,1857,counting
5552,1858,depth-first-search
5553,1858,trie
5554,1859,string
5555,1859,sorting
5556,1860,math
5557,1860,simulation
5558,1861,array
5559,1861,two-pointers
5560,1861,matrix
5561,1862,array
5562,1862,math
5563,1862,binary-search
5564,1862,prefix-sum
5565,1863,array
5566,1863,math
5567,1863,backtracking
5568,1863,bit-manipulation
5569,1863,combinatorics
5570,1864,string
5571,1864,greedy
5572,1865,array
5573,1865,hash-table
5574,1865,design
5575,1866,math
5576,1866,dynamic-programming
5577,1866,combinatorics
5578,1867,database
5579,1868,array
5580,1868,two-pointers
5581,1869,string
5582,1870,array
5583,1870,binary-search
5584,1871,string
5585,1871,dynamic-programming
5586,1871,sliding-window
5587,1871,prefix-sum
5588,1872,array
5589,1872,math
5590,1872,dynamic-programming
5591,1872,prefix-sum
5592,1872,game-theory
5593,1873,database
5594,1874,array
5595,1874,greedy
5596,1874,sorting
5597,1875,database
5598,1876,hash-table
5599,1876,string
5600,1876,sliding-window
5601,1876,counting
5602,1877,array
5603,1877,two-pointers
5604,1877,greedy
5605,1877,sorting
5606,1878,array
5607,1878,math
5608,1878,sorting
5609,1878,heap-priority-queue
5610,1878,matrix
5611,1878,prefix-sum
5612,1879,array
5613,1879,dynamic-programming
5614,1879,bit-manipulation
5615,1879,bitmask
5616,1880,string
5617,1881,string
5618,1881,greedy
5619,1882,array
5620,1882,heap-priority-queue
5621,1883,array
5622,1883,dynamic-programming
5623,1884,math
5624,1884,dynamic-programming
5625,1885,array
5626,1885,two-pointers
5627,1885,binary-search
5628,1885,sorting
5629,1886,array
5630,1886,matrix
5631,1887,array
5632,1887,sorting
5633,1888,string
5634,1888,dynamic-programming
5635,1888,greedy
5636,1888,sliding-window
5637,1889,array
5638,1889,binary-search
5639,1889,sorting
5640,1889,prefix-sum
5641,1890,database
5642,1891,array
5643,1891,binary-search
5644,1892,database
5645,1893,array
5646,1893,hash-table
5647,1893,prefix-sum
5648,1894,array
5649,1894,binary-search
5650,1894,simulation
5651,1894,prefix-sum
5652,1895,array
5653,1895,matrix
5654,1895,prefix-sum
5655,1896,math
5656,1896,string
5657,1896,dynamic-programming
5658,1896,stack
5659,1897,hash-table
5660,1897,string
5661,1897,counting
5662,1898,array
5663,1898,two-pointers
5664,1898,string
5665,1898,binary-search
5666,1899,array
5667,1899,greedy
5668,1900,dynamic-programming
5669,1900,memoization
5670,1901,array
5671,1901,binary-search
5672,1901,matrix
5673,1902,tree
5674,1902,binary-search-tree
5675,1902,binary-tree
5676,1902,ordered-set
5677,1903,math
5678,1903,string
5679,1903,greedy
5680,1904,math
5681,1904,string
5682,1905,array
5683,1905,depth-first-search
5684,1905,breadth-first-search
5685,1905,union-find
5686,1905,matrix
5687,1906,array
5688,1906,hash-table
5689,1907,database
5690,1908,array
5691,1908,math
5692,1908,dynamic-programming
5693,1908,bit-manipulation
5694,1908,brainteaser
5695,1908,game-theory
5696,1909,array
5697,1910,string
5698,1911,array
5699,1911,dynamic-programming
5700,1912,array
5701,1912,hash-table
5702,1912,design
5703,1912,heap-priority-queue
5704,1912,ordered-set
5705,1913,array
5706,1913,sorting
5707,1914,array
5708,1914,matrix
5709,1914,simulation
5710,1915,hash-table
5711,1915,string
5712,1915,bit-manipulation
5713,1915,prefix-sum
5714,1916,math
5715,1916,dynamic-programming
5716,1916,tree
5717,1916,graph
5718,1916,topological-sort
5719,1916,combinatorics
5720,1917,database
5721,1918,array
5722,1918,binary-search
5723,1918,sliding-window
5724,1919,database
5725,1920,array
5726,1920,simulation
5727,1921,array
5728,1921,greedy
5729,1921,sorting
5730,1922,math
5731,1922,recursion
5732,1923,array
5733,1923,binary-search
5734,1923,rolling-hash
5735,1923,suffix-array
5736,1923,hash-function
5737,1924,array
5738,1924,math
5739,1924,geometry
5740,1925,math
5741,1925,enumeration
5742,1926,array
5743,1926,breadth-first-search
5744,1926,matrix
5745,1927,math
5746,1927,string
5747,1927,greedy
5748,1927,game-theory
5749,1928,dynamic-programming
5750,1928,graph
5751,1929,array
5752,1929,simulation
5753,1930,hash-table
5754,1930,string
5755,1930,bit-manipulation
5756,1930,prefix-sum
5757,1931,dynamic-programming
5758,1932,hash-table
5759,1932,binary-search
5760,1932,tree
5761,1932,depth-first-search
5762,1932,binary-tree
5763,1933,string
5764,1934,database
5765,1935,hash-table
5766,1935,string
5767,1936,array
5768,1936,greedy
5769,1937,array
5770,1937,dynamic-programming
5771,1938,array
5772,1938,bit-manipulation
5773,1938,trie
5774,1939,database
5775,1940,array
5776,1940,hash-table
5777,1940,counting
5778,1941,hash-table
5779,1941,string
5780,1941,counting
5781,1942,array
5782,1942,hash-table
5783,1942,heap-priority-queue
5784,1943,array
5785,1943,hash-table
5786,1943,sorting
5787,1943,prefix-sum
5788,1944,array
5789,1944,stack
5790,1944,monotonic-stack
5791,1945,string
5792,1945,simulation
5793,1946,array
5794,1946,string
5795,1946,greedy
5796,1947,array
5797,1947,dynamic-programming
5798,1947,backtracking
5799,1947,bit-manipulation
5800,1947,bitmask
5801,1948,array
5802,1948,hash-table
5803,1948,string
5804,1948,trie
5805,1948,hash-function
5806,1949,database
5807,1950,array
5808,1950,stack
5809,1950,monotonic-stack
5810,1951,database
5811,1952,math
5812,1952,enumeration
5813,1952,number-theory
5814,1953,array
5815,1953,greedy
5816,1954,math
5817,1954,binary-search
5818,1955,array
5819,1955,dynamic-programming
5820,1956,array
5821,1956,math
5822,1956,binary-search
5823,1956,geometry
5824,1956,enumeration
5825,1957,string
5826,1958,array
5827,1958,matrix
5828,1958,enumeration
5829,1959,array
5830,1959,dynamic-programming
5831,1960,string
5832,1960,rolling-hash
5833,1960,hash-function
5834,1961,array
5835,1961,two-pointers
5836,1961,string
5837,1962,array
5838,1962,greedy
5839,1962,heap-priority-queue
5840,1963,two-pointers
5841,1963,string
5842,1963,stack
5843,1963,greedy
5844,1964,array
5845,1964,binary-search
5846,1964,binary-indexed-tree
5847,1965,database
5848,1966,array
5849,1966,binary-search
5850,1967,string
5851,1968,array
5852,1968,greedy
5853,1968,sorting
5854,1969,math
5855,1969,greedy
5856,1969,recursion
5857,1970,array
5858,1970,binary-search
5859,1970,depth-first-search
5860,1970,breadth-first-search
5861,1970,union-find
5862,1970,matrix
5863,1971,depth-first-search
5864,1971,breadth-first-search
5865,1971,union-find
5866,1971,graph
5867,1972,database
5868,1973,tree
5869,1973,depth-first-search
5870,1973,binary-tree
5871,1974,string
5872,1974,greedy
5873,1975,array
5874,1975,greedy
5875,1975,matrix
5876,1976,dynamic-programming
5877,1976,graph
5878,1976,topological-sort
5879,1976,shortest-path
5880,1977,string
5881,1977,dynamic-programming
5882,1977,suffix-array
5883,1978,database
5884,1979,array
5885,1979,math
5886,1979,number-theory
5887,1980,array
5888,1980,hash-table
5889,1980,string
5890,1980,backtracking
5891,1981,array
5892,1981,dynamic-programming
5893,1981,matrix
5894,1982,array
5895,1982,divide-and-conquer
5896,1983,array
5897,1983,hash-table
5898,1983,prefix-sum
5899,1984,array
5900,1984,sliding-window
5901,1984,sorting
5902,1985,array
5903,1985,string
5904,1985,divide-and-conquer
5905,1985,sorting
5906,1985,heap-priority-queue
5907,1985,quickselect
5908,1986,array
5909,1986,dynamic-programming
5910,1986,backtracking
5911,1986,bit-manipulation
5912,1986,bitmask
5913,1987,string
5914,1987,dynamic-programming
5915,1988,database
5916,1989,array
5917,1989,greedy
5918,1990,database
5919,1991,array
5920,1991,prefix-sum
5921,1992,array
5922,1992,depth-first-search
5923,1992,breadth-first-search
5924,1992,matrix
5925,1993,array
5926,1993,hash-table
5927,1993,tree
5928,1993,depth-first-search
5929,1993,breadth-first-search
5930,1993,design
5931,1994,array
5932,1994,math
5933,1994,dynamic-programming
5934,1994,bit-manipulation
5935,1994,bitmask
5936,1995,array
5937,1995,enumeration
5938,1996,array
5939,1996,stack
5940,1996,greedy
5941,1996,sorting
5942,1996,monotonic-stack
5943,1997,array
5944,1997,dynamic-programming
5945,1998,array
5946,1998,math
5947,1998,union-find
5948,1998,sorting
5949,1998,number-theory
5950,1999,math
5951,1999,enumeration
5952,2000,two-pointers
5953,2000,string
5954,2001,array
5955,2001,hash-table
5956,2001,math
5957,2001,counting
5958,2001,number-theory
5959,2002,string
5960,2002,dynamic-programming
5961,2002,backtracking
5962,2002,bit-manipulation
5963,2002,bitmask
5964,2003,dynamic-programming
5965,2003,tree
5966,2003,depth-first-search
5967,2003,union-find
5968,2004,database
5969,2005,math
5970,2005,dynamic-programming
5971,2005,tree
5972,2005,binary-tree
5973,2005,game-theory
5974,2006,array
5975,2006,hash-table
5976,2006,counting
5977,2007,array
5978,2007,hash-table
5979,2007,greedy
5980,2007,sorting
5981,2008,array
5982,2008,hash-table
5983,2008,binary-search
5984,2008,dynamic-programming
5985,2008,sorting
5986,2009,array
5987,2009,hash-table
5988,2009,binary-search
